,0,1
0,-0.08276804179347529,0.17050601926221542
1,1.0,-0.47884347274068656
2,0.3440844762077273,0.02252371607472713
3,-0.18906275512599213,0.037749007996078
4,-0.21733904678154722,-0.28137389038065597
5,-0.46906695311127306,0.04168788396226402
6,-0.0894400184854437,-0.2373227475289075
7,-0.47703444653196714,0.04075224096110541
8,-0.29447693384982565,0.3119442322725068
9,-0.2669088088041537,-0.5215878357992009
10,-0.30767440641105204,-0.19023321104895033
11,0.06620783522393528,0.31684092029050026
12,-0.015939325224322287,0.2768432693006826
13,0.16415230567269426,0.5309556644974577
14,0.10143294493777356,0.2926159940154864
15,0.7338331740769225,-0.33305779113462214
